marker,chrom,pos
wd3000244,3,11336046
id3005883,3,11345610
id3005885,3,11347110
id3005888,3,11348758
id3005889,3,11348946
id3005893,3,11349658
id3005898,3,11364668
id3005906,3,11370398
id3005907,3,11371130
ud3000652,3,11398397
id3005916,3,11409972
id3005917,3,11414680
id3005920,3,11420949
id3005923,3,11463769
id3005925,3,11464535
id3005937,3,11519422
id3005938,3,11519794
id3005940,3,11520188
id3005956,3,11543134
id3005958,3,11543594
id3005965,3,11547999
id3005974,3,11560247
id3005982,3,11566772
id3005986,3,11588637
id3005995,3,11596380
id3006000,3,11611885
id3006003,3,11615161
id3006008,3,11627714
id3006014,3,11630017
id3006015,3,11630301
id3006016,3,11630799
id3006042,3,11722201
id3006043,3,11724078
ud3000666,3,11725704
id3006044,3,11757690
id3006053,3,11760366
id3006063,3,11764724
id3006064,3,11765483
id3006066,3,11796809
id3006070,3,11802526
id3006075,3,11807224
id3006078,3,11819005
id3006081,3,11819882
id3006089,3,11825411
id3006090,3,11825455
id3006094,3,11826475
id3006100,3,11894711
id3006107,3,11897325
id3006108,3,11897579
id3006110,3,11925968
id3006111,3,11926044
id3006112,3,11926459
id3006120,3,11933020
id3006124,3,11955691
id3006127,3,11959390
id3006129,3,12006106
id3006138,3,12008635
id3006151,3,12017882
id3006157,3,12047171
id3006161,3,12050445
id3006163,3,12053743
id3006165,3,12065830
id3006166,3,12065965
wd3000284,3,12098980
id3006175,3,12130754
id3006178,3,12131956
id3006182,3,12134136
id3006191,3,12151566
id3006195,3,12153380
id3006197,3,12153940
id3006204,3,12157365
ud3000681,3,12157478
ud3000682,3,12189580
id3006208,3,12222776
id3006209,3,12223986
id3006213,3,12225761
id3006217,3,12226656
id3006226,3,12229769
id3006227,3,12260711
id3006231,3,12261103
id3006236,3,12262300
id3006237,3,12262706
id3006248,3,12287956
id3006264,3,12294234
id3006267,3,12299768
id3006268,3,12305009
id3006269,3,12306103
id3006271,3,12309684
id3006293,3,12326509
id3006294,3,12326545
id3006297,3,12327308
id3006302,3,12339952
id3006303,3,12340305
id3006308,3,12343297
id3006309,3,12343722
id3006310,3,12343753
id3006312,3,12371551
id3006316,3,12373989
id3006321,3,12376529
id3006323,3,12377112
id3006327,3,12390626
id3006342,3,12399660
id3006344,3,12400829
id3006347,3,12404520
id3006351,3,12406908
id3006361,3,12409735
id3006365,3,12411259
id3006369,3,12412145
id3006370,3,12424216
id3006378,3,12442001
id3006380,3,12443095
id3006382,3,12448869
id3006398,3,12464878
id3006399,3,12490673
id3006400,3,12490948
id3006403,3,12493087
id3006404,3,12493403
id3006406,3,12493899
id3006415,3,12507168
id3006422,3,12511275
id3006447,3,12531509
id3006449,3,12531990
id3006452,3,12554388
id3006454,3,12554723
id3006456,3,12555660
id3006463,3,12584793
id3006468,3,12611660
id3006474,3,12615205
id3006476,3,12615760
id3006478,3,12617656
id3006487,3,12619549
id3006493,3,12621067
id3006495,3,12622122
id3006505,3,12624478
id3006507,3,12624616
id3006510,3,12628408
id3006516,3,12674317
id3006523,3,12677250
id3006526,3,12687829
id3006527,3,12687991
id3006538,3,12692009
id3006540,3,12692572
id3006541,3,12692648
id3006542,3,12692791
id3006551,3,12696199
id3006553,3,12697996
id3006567,3,12709206
id3006572,3,12710130
id3006582,3,12714202
id3006587,3,12716129
id3006590,3,12717139
id3006593,3,12719192
id3006603,3,12725618
id3006613,3,12790989
id3006626,3,12817820
id3006628,3,12818216
id3006633,3,12841546
id3006638,3,12868285
id3006646,3,12872424
ud3000704,3,12916439
id3006647,3,12918412
id3006656,3,12920218
id3006663,3,12921537
id3006664,3,12921900
id3006665,3,12922148
id3006666,3,12922447
id3006667,3,12962501
id3006684,3,12981180
id3006692,3,12983515
id3006702,3,12990701
id3006718,3,13009313
id3006720,3,13010402
id3006722,3,13026741
id3006734,3,13051405
id3006739,3,13053801
id3006748,3,13057033
id3006754,3,13077093
id3006755,3,13078068
wd3000294,3,13100396
wd3000296,3,13123214
id3006761,3,13130586
id3006764,3,13133010
id3006777,3,13184586
id3006778,3,13184836
id3006780,3,13187513
id3006784,3,13188924
id3006789,3,13191632
id3006790,3,13192362
id3006791,3,13192543
id3006792,3,13218538
id3006800,3,13221619
id3006808,3,13222807
id3006809,3,13223083
id3006810,3,13223422
id3006813,3,13225115
id3006822,3,13226895
id3006824,3,13236076
id3006832,3,13242120
id3006844,3,13260953
id3006848,3,13262806
id3006849,3,13262837
id3006857,3,13285412
id3006862,3,13286900
id3006863,3,13287124
id3006871,3,13289853
id3006872,3,13300620
id3006875,3,13301493
id3006885,3,13323818
id3006888,3,13324858
id3006889,3,13325048
id3006890,3,13326640
id3006891,3,13455830
id3006893,3,13586333
id3006894,3,13586905
ud3000719,3,13588523
ud3000721,3,13611310
id3006899,3,13626742
id3006904,3,13630703
id3006905,3,13631249
id3006906,3,13631456
id3006911,3,13651935
id3006913,3,13652376
id3006914,3,13653106
id3006917,3,13654356
id3006918,3,13655005
id3006922,3,13708581
id3006931,3,13712586
id3006933,3,13714763
id3006934,3,13715197
id3006935,3,13715233
id3006937,3,13733857
id3006939,3,13737960
id3006941,3,13740167
id3006942,3,13741090
id3006943,3,13773095
id3006944,3,13773488
id3006945,3,13773730
id3006954,3,13778593
id3006957,3,13795063
id3006959,3,13839754
id3006961,3,13842636
id3006966,3,13845272
id3006967,3,13847840
id3006971,3,13879411
id3006972,3,13879693
id3006975,3,13881140
id3006979,3,13884681
ud3000728,3,13885948
ud3000730,3,13911613
id3006981,3,13916894
id3006990,3,13933986
id3006991,3,13950419
id3006993,3,13950803
id3006994,3,13950826
ud3000761,3,13952842
id3006997,3,13975587
id3007005,3,13976753
id3007019,3,13993934
id3007022,3,13996155
id3007023,3,13996207
id3007032,3,13997493
id3007036,3,13997677
id3007037,3,13997702
id3007038,3,13998432
id3007048,3,14013262
id3007055,3,14015875
id3007058,3,14017038
id3007060,3,14017201
ud3000763,3,14017493
ud3000766,3,14038212
id3007065,3,14067116
id3007067,3,14067686
id3007076,3,14093063
id3007086,3,14144333
id3007088,3,14144755
id3007092,3,14155877
id3007094,3,14156963
id3007099,3,14176882
id3007106,3,14180639
id3007109,3,14184349
id3007110,3,14184600
id3007120,3,14189207
id3007134,3,14214946
id3007139,3,14216794
id3007143,3,14240338
id3007144,3,14241236
id3007145,3,14241764
id3007146,3,14241803
id3007157,3,14247607
ud3000791,3,14247691
ud3000794,3,14272880
id3007164,3,14280166
id3007165,3,14281587
id3007169,3,14294756
id3007176,3,14296893
id3007178,3,14297178
id3007189,3,14316544
id3007196,3,14320110
id3007200,3,14359065
id3007204,3,14361226
id3007205,3,14361468
id3007206,3,14362348
id3007210,3,14364088
id3007214,3,14366393
id3007215,3,14366966
ud3000802,3,14444130
id3007221,3,14445413
id3007239,3,14481609
ud3000815,3,14488340
id3007244,3,14509356
id3007245,3,14510110
id3007246,3,14510181
id3007248,3,14511834
id3007250,3,14513124
id3007254,3,14513975
id3007260,3,14527437
id3007261,3,14527482
id3007266,3,14531793
id3007270,3,14533201
id3007288,3,14541827
id3007295,3,14545416
id3007300,3,14546516
id3007311,3,14594285
id3007312,3,14594969
id3007315,3,14598028
id3007318,3,14600340
id3007319,3,14601522
id3007320,3,14602145
wd3000402,3,14647480
id3007321,3,14657055
id3007323,3,14657457
id3007327,3,14665100
id3007332,3,14674469
id3007343,3,14691034
id3007356,3,14721533
id3007360,3,14724503
id3007362,3,14735626
id3007364,3,14736270
id3007365,3,14736409
id3007366,3,14736514
id3007370,3,14738596
id3007372,3,14739269
id3007374,3,14740988
id3007381,3,14784790
id3007384,3,14786813
id3007392,3,14788478
ud3000828,3,14790825
ud3000829,3,14831685
id3007394,3,14832565
id3007396,3,14832718
id3007397,3,14832736
id3007398,3,14833493
id3007399,3,14834370
id3007401,3,14836721
id3007405,3,14839134
id3007406,3,14839264
id3007408,3,14839912
id3007410,3,14871270
id3007414,3,14872716
id3007417,3,14874610
id3007419,3,14876021
id3007421,3,14877925
id3007430,3,14898391
id3007436,3,14903075
id3007455,3,14911860
id3007458,3,14914673
id3007461,3,14916625
id3007467,3,14921497
id3007475,3,14925252
id3007476,3,14925428
id3007478,3,14925825
id3007489,3,14930488
id3007491,3,14931318
id3007492,3,14931353
id3007494,3,14931957
id3007497,3,14932197
id3007503,3,14933304
id3007509,3,14934867
id3007510,3,14935012
id3007514,3,14937870
ud3000834,3,14962696
id3007517,3,14986835
id3007521,3,14989051
id3007541,3,14999830
id3007544,3,15000949
id3007553,3,15019917
id3007554,3,15020125
id3007567,3,15023213
id3007569,3,15023663
id3007576,3,15068330
id3007588,3,15071363
id3007590,3,15071790
id3007595,3,15072693
id3007604,3,15075377
id3007606,3,15075747
id3007608,3,15078569
id3007613,3,15105600
id3007614,3,15106204
id3007633,3,15121103
id3007635,3,15122632
id3007636,3,15123490
id3007640,3,15128377
id3007641,3,15129364
id3007642,3,15144444
wd3000435,3,15209408
id3007651,3,15212079
id3007653,3,15212977
id3007655,3,15213732
id3007659,3,15214670
id3007662,3,15215557
id3007664,3,15216358
id3007666,3,15216698
id3007667,3,15250226
id3007685,3,15290747
id3007692,3,15291369
id3007697,3,15293977
id3007703,3,15297021
ud3000846,3,15318822
id3007705,3,15340882
id3007706,3,15341163
id3007731,3,15397630
id3007732,3,15397927
id3007736,3,15399964
id3007740,3,15401101
id3007741,3,15401387
id3007744,3,15401730
id3007750,3,15416823
id3007751,3,15417267
id3007755,3,15418196
id3007757,3,15462005
id3007758,3,15462186
id3007762,3,15463999
id3007767,3,15467167
id3007769,3,15468859
id3007770,3,15469318
id3007772,3,15498754
id3007777,3,15501152
id3007781,3,15504364
id3007784,3,15529351
id3007786,3,15531015
id3007787,3,15532013
id3007788,3,15532159
id3007789,3,15532420
id3007794,3,15533479
ud3000860,3,15534059
id3007796,3,15563072
ud3000867,3,15565830
id3007798,3,15601402
id3007802,3,15604578
id3007810,3,15607145
id3007821,3,15609503
id3007824,3,15612810
id3007831,3,15617139
id3007832,3,15617155
id3007862,3,15643052
id3007871,3,15665738
id3007881,3,15673122
id3007883,3,15674180
id3007889,3,15677390
id3007894,3,15709436
id3007900,3,15715000
id3007901,3,15715688
id3007903,3,15716987
ud3000881,3,15717677
id3007907,3,15745843
id3007910,3,15747219
id3007913,3,15749869
wd3000444,3,15766833
wd3000487,3,15802508
wd3000513,3,15822669
id3007916,3,15835257
id3007917,3,15866282
id3007919,3,15867240
id3007921,3,15867647
id3007924,3,15868574
id3007932,3,15871353
id3007937,3,15873295
ud3000889,3,15906697
id3007938,3,15908113
id3007940,3,15910996
id3007941,3,15911078
id3007942,3,15911270
id3007943,3,15911407
id3007949,3,15930374
id3007955,3,15937256
id3007957,3,15938786
ud3000896,3,15960372
id3007961,3,15962373
id3007962,3,15962507
id3007963,3,15962943
id3007964,3,15963179
id3007966,3,15964694
id3007970,3,15966216
id3007981,3,15996630
id3007994,3,16019110
id3008003,3,16020474
id3008007,3,16021617
id3008011,3,16040353
id3008015,3,16041457
id3008016,3,16042969
id3008024,3,16044894
id3008026,3,16045586
id3008040,3,16067516
id3008048,3,16071799
id3008052,3,16073545
id3008053,3,16074273
id3008054,3,16074663
id3008055,3,16074877
id3008060,3,16113962
id3008063,3,16114435
id3008067,3,16116797
id3008068,3,16116878
id3008072,3,16117129
id3008073,3,16117181
id3008074,3,16117253
id3008078,3,16118807
id3008084,3,16166759
id3008087,3,16169151
id3008091,3,16172962
id3008092,3,16173220
id3008094,3,16182223
id3008097,3,16184320
id3008099,3,16186123
id3008102,3,16189014
id3008104,3,16214806
id3008106,3,16215415
id3008110,3,16220359
id3008113,3,16220637
ud3000916,3,16220870
ud3000920,3,16261726
id3008116,3,16262009
id3008119,3,16262642
id3008123,3,16262892
id3008127,3,16267191
id3008139,3,16292091
id3008149,3,16294755
id3008151,3,16296009
id3008154,3,16296238
id3008160,3,16296901
id3008167,3,16297411
id3008173,3,16302341
id3008174,3,16337995
ud3000930,3,16341226
id3008176,3,16358227
id3008180,3,16359212
id3008182,3,16359844
id3008184,3,16360226
wd3000537,3,16411675
id3008187,3,16420926
id3008188,3,16421475
id3008192,3,16422930
id3008197,3,16425833
id3008198,3,16426824
id3008199,3,16426986
id3008202,3,16431648
id3008203,3,16431673
id3008208,3,16436650
id3008210,3,16437251
id3008211,3,16437548
id3008264,3,16495049
id3008270,3,16497096
id3008271,3,16548429
id3008275,3,16549004
id3008280,3,16550632
id3008281,3,16550808
id3008283,3,16551139
id3008284,3,16551499
id3008293,3,16556359
id3008300,3,16573658
id3008301,3,16573950
id3008308,3,16597871
id3008311,3,16598537
id3008312,3,16600815
id3008313,3,16600917
id3008314,3,16601147
id3008315,3,16601179
id3008316,3,16624853
id3008317,3,16629319
id3008319,3,16657335
id3008320,3,16657566
id3008322,3,16660705
id3008324,3,16661080
id3008332,3,16665159
id3008333,3,16665332
id3008334,3,16702088
id3008335,3,16702644
id3008338,3,16706777
id3008339,3,16707737
wd3000581,3,16712419
wd3000590,3,16732518
wd3000595,3,16759297
wd3000644,3,16797515
id3008348,3,16804728
id3008349,3,16806644
id3008350,3,16806832
ud3000949,3,16807598
wd3000657,3,16819906
ud3000950,3,16865092
id3008353,3,16866111
id3008354,3,16866600
id3008355,3,16867236
id3008356,3,16867887
id3008364,3,16871743
id3008373,3,16884818
id3008379,3,16889099
id3008380,3,16889647
id3008382,3,16891101
id3008383,3,16921631
id3008384,3,16948883
id3008386,3,16950533
id3008388,3,16951786
id3008391,3,16954686
id3008397,3,17000156
id3008399,3,17002273
id3008404,3,17005186
id3008408,3,17006718
id3008411,3,17007607
id3008418,3,17018579
id3008419,3,17019206
id3008421,3,17019430
id3008432,3,17043506
id3008438,3,17048344
id3008442,3,17050181
id3008445,3,17085445
id3008446,3,17086034
id3008447,3,17086063
id3008453,3,17089211
id3008454,3,17089286
id3008459,3,17091510
id3008460,3,17091757
wd3000723,3,17158024
id3008464,3,17168835
id3008465,3,17170208
id3008469,3,17207789
id3008475,3,17210402
id3008476,3,17210480
id3008479,3,17211934
id3008490,3,17261428
id3008491,3,17263091
id3008500,3,17304064
id3008505,3,17307100
id3008510,3,17307931
id3008515,3,17339317
id3008518,3,17343719
ud3000970,3,17345949
id3008521,3,17381860
id3008522,3,17381936
id3008523,3,17382605
id3008525,3,17383465
id3008526,3,17423988
id3008527,3,17424441
id3008529,3,17425083
id3008543,3,17449572
id3008544,3,17449926
id3008548,3,17452077
ud3000977,3,17516376
id3008549,3,17516459
id3008557,3,17520792
id3008558,3,17520898
id3008560,3,17552894
id3008562,3,17553128
id3008572,3,17557148
id3008579,3,17599760
id3008581,3,17601733
id3008582,3,17602134
id3008593,3,17606708
id3008594,3,17606803
id3008613,3,17641522
id3008619,3,17642953
id3008627,3,17669204
id3008628,3,17670760
id3008629,3,17671302
id3008630,3,17672562
id3008631,3,17672880
id3008648,3,17703913
id3008650,3,17706431
id3008653,3,17707169
id3008660,3,17740373
id3008666,3,17747308
id3008667,3,17772284
id3008674,3,17778301
id3008680,3,17801211
id3008682,3,17801474
id3008690,3,17803807
id3008693,3,17804358
id3008694,3,17804468
id3008699,3,17806411
id3008702,3,17807662
id3008708,3,17837910
id3008717,3,17860914
id3008721,3,17862475
id3008726,3,17863562
id3008732,3,17865180
id3008733,3,17865237
id3008738,3,17883322
id3008741,3,17885432
id3008744,3,17887355
id3008747,3,17890073
id3008748,3,17890715
id3008749,3,17921320
id3008767,3,17933884
id3008775,3,17936515
id3008779,3,17937960
id3008781,3,17938354
id3008782,3,17938408
ud3000999,3,17939465
ud3001002,3,17988953
id3008789,3,17990694
id3008790,3,17990801
id3008793,3,17994728
id3008803,3,18012581
id3008805,3,18013339
id3008808,3,18014678
id3008810,3,18014875
id3008813,3,18018315
id3008819,3,18021470
id3008833,3,18023382
id3008844,3,18026320
id3008854,3,18053131
id3008856,3,18054163
id3008858,3,18054416
id3008870,3,18081916
id3008876,3,18085233
id3008880,3,18086536
id3008885,3,18087346
id3008888,3,18088887
id3008893,3,18090454
id3008903,3,18114184
id3008919,3,18132833
id3008924,3,18135988
ud3001004,3,18136122
ud3001009,3,18181129
id3008926,3,18181792
id3008927,3,18182332
id3008952,3,18188398
id3008957,3,18206661
id3008959,3,18208957
id3008965,3,18233587
id3008973,3,18236070
id3008978,3,18238531
id3008982,3,18316803
id3008983,3,18316978
id3008990,3,18317947
id3008992,3,18318108
id3008995,3,18319598
id3008996,3,18319638
id3008997,3,18320413
id3008998,3,18320509
id3009000,3,18321008
id3009004,3,18355853
id3009009,3,18357677
id3009010,3,18357810
id3009013,3,18359904
id3009016,3,18360889
id3009019,3,18441508
id3009022,3,18442876
id3009029,3,18447320
id3009031,3,18449177
id3009036,3,18470069
id3009037,3,18470393
id3009046,3,18473941
wd3000732,3,18481543
wd3000744,3,18501573
wd3000757,3,18529570
id3009055,3,18540780
id3009058,3,18542319
id3009059,3,18542374
id3009060,3,18543421
id3009063,3,18544826
id3009064,3,18545565
id3009066,3,18546059
id3009074,3,18574936
id3009080,3,18578996
id3009084,3,18623560
id3009085,3,18623974
id3009086,3,18624111
id3009088,3,18624926
id3009102,3,18629937
id3009103,3,18638942
id3009107,3,18641083
id3009110,3,18677316
id3009116,3,18683390
id3009121,3,18686296
id3009129,3,18690868
id3009130,3,18691750
id3009131,3,18691852
ud3001028,3,18692537
ud3001029,3,18725089
id3009141,3,18726948
id3009143,3,18727703
id3009147,3,18729252
id3009154,3,18766636
id3009156,3,18768451
id3009162,3,18772068
id3009175,3,18788035
id3009182,3,18790549
id3009184,3,18790826
ud3001031,3,18790846
wd3000814,3,18807818
ud3001035,3,18883064
id3009185,3,18883461
id3009192,3,18886938
id3009193,3,18887024
id3009195,3,18888825
wd3000900,3,18989710
id3009196,3,18989918
wd3000949,3,19014200
id3009211,3,19047818
id3009222,3,19051680
ud3001049,3,19092472
wd3001019,3,19121975
ud3001050,3,19144084
id3009233,3,19144847
id3009243,3,19178502
id3009245,3,19182636
id3009248,3,19197908
id3009249,3,19199463
id3009251,3,19199858
id3009262,3,19204407
id3009264,3,19244556
id3009268,3,19246716
wd3001050,3,19292312
id3009273,3,19306856
id3009276,3,19314457
ud3001070,3,19423801
id3009288,3,19425072
id3009295,3,19451226
wd3001084,3,19460176
wd3001114,3,19487412
ud3001096,3,19600751
id3009300,3,19603222
id3009301,3,19604273
ud3001101,3,19607570
id3009306,3,19629083
id3009311,3,19630092
id3009314,3,19630825
ud3001106,3,19635868
id3009320,3,19659362
id3009322,3,19660011
id3009325,3,19660185
id3009326,3,19660222
id3009329,3,19660588
id3009331,3,19660684
id3009339,3,19662821
id3009342,3,19703209
id3009344,3,19718486
id3009360,3,19720196
id3009369,3,19729671
id3009379,3,19733464
id3009404,3,19736151
id3009405,3,19736192
wd3001155,3,19748877
wd3001208,3,19800816
id3009417,3,19807563
id3009422,3,19809909
id3009425,3,19859212
id3009426,3,19859285
id3009433,3,19860946
id3009439,3,19863715
wd3001270,3,19907212
id3009445,3,19916950
id3009447,3,19917218
id3009448,3,19917660
id3009463,3,19920446
id3009469,3,19921380
id3009473,3,20011071
id3009486,3,20061533
wd3001350,3,20142892
wd3001392,3,20171561
id3009498,3,20185884
id3009500,3,20186577
id3009506,3,20189448
wd3001416,3,20195785
wd3001473,3,20222846
wd3001501,3,20259671
id3009512,3,20363101
id3009513,3,20363922
id3009514,3,20364474
id3009515,3,20364941
id3009523,3,20366507
id3009524,3,20367664
id3009527,3,20401392
id3009528,3,20402641
id3009530,3,20403689
id3009532,3,20406851
id3009533,3,20408508
id3009534,3,20409140
id3009535,3,20409486
wd3001505,3,20412656
wd3001514,3,20434433
wd3001550,3,20477280
id3009538,3,20480509
id3009542,3,20482232
id3009548,3,20486606
id3009567,3,20496195
id3009571,3,20497474
id3009589,3,20513911
id3009590,3,20514009
id3009594,3,20515018
id3009596,3,20515400
id3009598,3,20516170
id3009600,3,20559831
id3009602,3,20560863
id3009608,3,20562891
id3009611,3,20564149
id3009620,3,20569644
id3009623,3,20571007
id3009624,3,20571165
id3009625,3,20571252
id3009630,3,20573550
id3009631,3,20574036
id3009632,3,20574266
id3009641,3,20651838
id3009647,3,20654103
id3009654,3,20655744
id3009658,3,20657008
id3009665,3,20661886
id3009670,3,20662649
id3009681,3,20665295
id3009691,3,20695289
id3009692,3,20695539
id3009705,3,20716921
id3009706,3,20716946
id3009727,3,20719115
id3009733,3,20719569
id3009741,3,20724817
id3009746,3,20778217
id3009750,3,20784542
ud3001161,3,20837703
id3009759,3,20867680
id3009763,3,20872480
id3009765,3,20873298
id3009769,3,20912391
id3009774,3,20914448
id3009780,3,20915952
id3009792,3,20958997
id3009800,3,21002309
id3009809,3,21005942
id3009813,3,21053462
id3009823,3,21059609
id3009824,3,21060143
id3009825,3,21075264
id3009841,3,21082499
id3009851,3,21097276
id3009857,3,21098342
id3009859,3,21099923
id3009868,3,21105746
id3009869,3,21105847
id3009872,3,21106230
id3009880,3,21108921
id3009881,3,21109405
ud3001172,3,21147442
id3009895,3,21151849
id3009920,3,21175922
id3009924,3,21177925
id3009931,3,21208433
id3009934,3,21208599
id3009936,3,21208785
id3009941,3,21210532
id3009942,3,21210562
id3009947,3,21215346
id3009952,3,21234468
id3009956,3,21236000
id3009959,3,21237536
id3009961,3,21238824
id3009962,3,21239282
id3009966,3,21266469
id3009967,3,21267002
id3009969,3,21267251
id3009971,3,21268722
id3009972,3,21268813
id3009973,3,21269642
ud3001186,3,21340034
id3009980,3,21341625
id3009986,3,21345148
id3009997,3,21363647
id3010003,3,21376689
id3010005,3,21408791
id3010009,3,21410440
id3010013,3,21410965
id3010017,3,21421823
id3010020,3,21424020
id3010027,3,21427157
ud3001189,3,21448808
id3010047,3,21451616
id3010049,3,21453672
id3010051,3,21453805
id3010055,3,21472209
wd3001616,3,21507540
wd3001621,3,21541477
id3010082,3,21546827
id3010091,3,21594366
id3010094,3,21599866
id3010096,3,21627503
id3010097,3,21627681
id3010098,3,21627733
id3010099,3,21629021
id3010100,3,21629071
id3010105,3,21649417
id3010106,3,21649810
id3010107,3,21650820
id3010109,3,21653782
id3010115,3,21668131
id3010119,3,21669020
id3010130,3,21676423
id3010133,3,21680734
id3010135,3,21684769
id3010142,3,21690351
id3010152,3,21722509
id3010153,3,21723968
id3010155,3,21726334
id3010162,3,21749741
id3010166,3,21756403
id3010173,3,21758957
id3010174,3,21759179
id3010179,3,21782888
id3010181,3,21783598
id3010183,3,21784636
id3010184,3,21784992
id3010186,3,21786194
id3010188,3,21786407
id3010190,3,21786864
id3010191,3,21786892
wd3001625,3,21792992
id3010207,3,21878632
ud3001213,3,21908880
ud3001221,3,21944249
id3010236,3,21971290
id3010239,3,22016560
id3010242,3,22023787
id3010243,3,22023898
id3010244,3,22025079
id3010245,3,22081194
id3010248,3,22082091
id3010253,3,22083814
id3010254,3,22084027
id3010265,3,22086657
id3010268,3,22086891
id3010277,3,22108410
id3010284,3,22160835
id3010289,3,22161581
id3010291,3,22165802
id3010293,3,22220557
id3010295,3,22221902
id3010298,3,22224877
id3010299,3,22225096
id3010302,3,22228309
id3010305,3,22229123
id3010324,3,22256730
id3010326,3,22256971
id3010327,3,22257661
id3010333,3,22259248
id3010337,3,22260445
id3010341,3,22261023
id3010342,3,22261046
id3010343,3,22262203
id3010345,3,22263070
id3010348,3,22264206
id3010351,3,22283713
id3010352,3,22283928
id3010359,3,22286185
id3010360,3,22286399
id3010361,3,22287076
id3010363,3,22287395
id3010366,3,22288760
id3010370,3,22307835
id3010378,3,22348312
id3010382,3,22349527
id3010383,3,22350087
id3010398,3,22351530
id3010402,3,22353057
id3010403,3,22353158
ud3001252,3,22369986
id3010405,3,22407435
id3010409,3,22408431
id3010410,3,22409788
id3010413,3,22412614
wd3001675,3,22452227
wd3001732,3,22491877
wd3001759,3,22533354
id3010415,3,22537217
id3010425,3,22539961
id3010429,3,22540833
id3010432,3,22542541
id3010433,3,22543762
ud3001255,3,22545887
id3010440,3,22622085
id3010442,3,22622307
id3010454,3,22628557
id3010457,3,22639157
id3010465,3,22670489
id3010475,3,22708828
ud3001265,3,22710727
id3010478,3,22743046
id3010483,3,22793446
id3010488,3,22796525
id3010491,3,22796687
id3010495,3,22797735
id3010509,3,22848117
id3010511,3,22849697
id3010514,3,22851994
id3010516,3,22852563
id3010530,3,22888841
id3010531,3,22888960
id3010532,3,22889190
id3010535,3,22991873
id3010539,3,22992566
id3010540,3,22993784
id3010545,3,22997674
id3010548,3,22999393
id3010554,3,23011341
id3010557,3,23013821
id3010563,3,23043592
id3010564,3,23043654
id3010573,3,23044516
id3010577,3,23045801
id3010580,3,23048829
id3010581,3,23067138
id3010606,3,23075192
id3010607,3,23075576
id3010612,3,23087701
id3010616,3,23089188
id3010621,3,23113533
id3010624,3,23140326
id3010671,3,23216555
id3010672,3,23216583
id3010673,3,23216650
ud3001290,3,23340023
id3010680,3,23351196
id3010681,3,23351662
id3010682,3,23352835
id3010684,3,23401446
id3010685,3,23403047
id3010686,3,23403318
ud3001297,3,23403956
ud3001299,3,23448218
id3010693,3,23464800
id3010694,3,23466150
id3010698,3,23489204
id3010700,3,23492388
id3010706,3,23514528
id3010719,3,23526209
id3010720,3,23529526
id3010721,3,23530096
wd3001849,3,23584500
wd3001856,3,23611350
ud3001307,3,23612884
id3010726,3,23613830
id3010727,3,23614341
id3010728,3,23617004
id3010735,3,23619945
wd3001863,3,23629037
wd3001877,3,23664306
wd3001903,3,23690835
wd3001917,3,23730478
id3010738,3,23734156
id3010740,3,23736057
id3010747,3,23793880
id3010749,3,23795257
id3010753,3,23812435
id3010758,3,23817150
id3010766,3,23889841
id3010769,3,23931118
id3010772,3,23932100
id3010782,3,23993483
id3010786,3,23997605
id3010787,3,24000849
id3010792,3,24048745
id3010794,3,24051009
id3010796,3,24051396
ud3001338,3,24052022
wd3001940,3,24057865
wd3002009,3,24147399
ud3001340,3,24186716
id3010799,3,24186752
id3010801,3,24188910
id3010802,3,24189819
id3010808,3,24191916
id3010813,3,24209266
id3010814,3,24209702
ud3001342,3,24213100
id3010816,3,24246592
id3010817,3,24247808
id3010820,3,24248609
id3010822,3,24252596
id3010825,3,24272263
id3010826,3,24275205
ud3001344,3,24278358
ud3001352,3,24341025
id3010833,3,24341967
id3010834,3,24342919
id3010835,3,24343047
id3010836,3,24344443
id3010837,3,24345175
id3010841,3,24383628
id3010843,3,24385108
id3010849,3,24410483
id3010850,3,24425829
id3010854,3,24428267
ud3001356,3,24431936
wd3002015,3,24450732
wd3002021,3,24474954
id3010869,3,24491685
id3010870,3,24492231
id3010873,3,24531682
id3010875,3,24565807
id3010879,3,24568354
id3010882,3,24571748
ud3001366,3,24597551
ud3001367,3,24619476
id3010889,3,24622401
ud3001370,3,24623944
wd3002048,3,24643252
ud3001374,3,24686690
id3010893,3,24692766
id3010896,3,24729295
id3010899,3,24753148
id3010901,3,24838907
id3010903,3,24842291
ud3001388,3,24844727
wd3002069,3,24860218
ud3001391,3,24903347
id3010914,3,24907103
id3010917,3,24953746
id3010925,3,24959428
id3010930,3,25006818
id3010932,3,25040036
id3010933,3,25040905
id3010946,3,25061888
id3010951,3,25066765
ud3001404,3,25095225
id3010955,3,25128585
id3010956,3,25128659
id3010960,3,25137016
id3010967,3,25139499
id3010971,3,25142454
id3010972,3,25142616
id3010977,3,25180320
id3010981,3,25182779
id3010993,3,25248551
id3011000,3,25253030
id3011001,3,25253583
id3011010,3,25335779
id3011014,3,25340601
id3011015,3,25374802
id3011020,3,25463876
id3011021,3,25464589
id3011022,3,25464617
id3011023,3,25465349
id3011025,3,25468790
id3011035,3,25500390
id3011038,3,25501400
id3011040,3,25509810
id3011044,3,25513633
id3011048,3,25516794
id3011050,3,25517230
id3011052,3,25552199
id3011059,3,25558386
id3011061,3,25559093
id3011064,3,25571262
